ep-829488 FCC(F)(OC(F)(F)F)C(F)(F)F
ep-830207 FC=COC(F)C(F)(F)C(F)(F)F
ep-830208 FC(F)=COC(F)C(F)(F)C(F)F
ep-830209 FC(F)=COC(F)C(F)C(F)(F)F
ep-830210 FC=C(F)OCC(F)(F)C(F)(F)F
ep-830211 FC(F)=C(F)OCC(F)(F)C(F)F
ep-830212 FC(F)=C(F)OCC(F)C(F)(F)F
ep-830213 FC(F)=COCC(F)(F)C(F)(F)F
ep-830214 CC(F)(CF)C(F)(F)OC(F)(F)F
ep-830215 CC(C(F)F)C(F)(F)OC(F)(F)F
ep-830216 FCC(CF)C(F)(F)OC(F)(F)F
ep-830217 CC(F)(C(F)F)C(F)(F)OC(F)F
ep-830218 FCC(F)(CF)C(F)(F)OC(F)F
ep-830219 CC(C(F)(F)F)C(F)(F)OC(F)F
ep-830220 FCC(C(F)F)C(F)(F)OC(F)F
ep-830221 CC(F)(C(F)(F)F)C(F)(F)OCF
ep-830222 FCOC(F)(F)C(F)(CF)C(F)F
ep-830223 FCOC(F)(F)C(CF)C(F)(F)F
ep-830224 FCOC(F)(F)C(C(F)F)C(F)F
ep-830225 COC(F)(F)C(F)(CF)C(F)(F)F
ep-830226 COC(F)(F)C(F)(C(F)F)C(F)F
ep-830227 COC(F)(F)C(C(F)F)C(F)(F)F
ep-830228 CC(F)(C(F)F)C(F)OC(F)(F)F
ep-830229 FCC(F)(CF)C(F)OC(F)(F)F
ep-830230 CC(C(F)OC(F)(F)F)C(F)(F)F
ep-830231 FCC(C(F)F)C(F)OC(F)(F)F
ep-830232 CC(F)(C(F)OC(F)F)C(F)(F)F
ep-830233 FCC(F)(C(F)F)C(F)OC(F)F
ep-830234 FCC(C(F)OC(F)F)C(F)(F)F
ep-830235 FC(F)OC(F)C(C(F)F)C(F)F
ep-830236 FCOC(F)C(F)(CF)C(F)(F)F
ep-830237 FCOC(F)C(F)(C(F)F)C(F)F
ep-830238 FCOC(F)C(C(F)F)C(F)(F)F
ep-830239 COC(F)C(F)(C(F)F)C(F)(F)F
ep-830240 COC(F)C(C(F)(F)F)C(F)(F)F
ep-830241 CC(F)(COC(F)(F)F)C(F)(F)F
ep-830242 FCC(F)(COC(F)(F)F)C(F)F
ep-830243 FCC(COC(F)(F)F)C(F)(F)F
ep-830244 FC(F)C(COC(F)(F)F)C(F)F
ep-830245 FCC(F)(COC(F)F)C(F)(F)F
ep-830246 FC(F)OCC(F)(C(F)F)C(F)F
ep-830247 FC(F)OCC(C(F)F)C(F)(F)F
ep-830248 FCOCC(F)(C(F)F)C(F)(F)F
ep-830249 FCOCC(C(F)(F)F)C(F)(F)F
ep-830250 COCC(F)(C(F)(F)F)C(F)(F)F
ep-830251 CCC(F)(F)C(F)(F)OC(F)(F)F
ep-830252 CC(F)C(F)C(F)(F)OC(F)(F)F
ep-830253 FCCC(F)C(F)(F)OC(F)(F)F
ep-830254 CC(F)(F)CC(F)(F)OC(F)(F)F
ep-830255 FCC(F)CC(F)(F)OC(F)(F)F
ep-830256 FC(F)CCC(F)(F)OC(F)(F)F
ep-830257 CC(F)C(F)(F)C(F)(F)OC(F)F
ep-830258 FCCC(F)(F)C(F)(F)OC(F)F
ep-830259 CC(F)(F)C(F)C(F)(F)OC(F)F
ep-830260 FCC(F)C(F)C(F)(F)OC(F)F
ep-830261 FC(F)CC(F)C(F)(F)OC(F)F
ep-830262 FCC(F)(F)CC(F)(F)OC(F)F
ep-830263 FC(F)OC(F)(F)CC(F)C(F)F
ep-830264 FC(F)OC(F)(F)CCC(F)(F)F
ep-830265 CC(F)(F)C(F)(F)C(F)(F)OCF
ep-830266 FCOC(F)(F)C(F)(F)C(F)CF
ep-830267 FCOC(F)(F)C(F)(F)CC(F)F
ep-830268 FCOC(F)(F)C(F)C(F)(F)CF
ep-830269 FCOC(F)(F)C(F)C(F)C(F)F
ep-830270 FCOC(F)(F)C(F)CC(F)(F)F
ep-830271 FCOC(F)(F)CC(F)(F)C(F)F
ep-830272 FCOC(F)(F)CC(F)C(F)(F)F
ep-830273 COC(F)(F)C(F)(F)C(F)(F)CF
ep-830274 COC(F)(F)C(F)(F)C(F)C(F)F
ep-830275 COC(F)(F)C(F)(F)CC(F)(F)F
ep-830276 COC(F)(F)C(F)C(F)(F)C(F)F
ep-830277 COC(F)(F)C(F)C(F)C(F)(F)F
ep-830278 COC(F)(F)CC(F)(F)C(F)(F)F
ep-830279 CC(F)C(F)(F)C(F)OC(F)(F)F
ep-830280 FCCC(F)(F)C(F)OC(F)(F)F
ep-830281 CC(F)(F)C(F)C(F)OC(F)(F)F
ep-830282 FCC(F)C(F)C(F)OC(F)(F)F
ep-830283 FC(F)CC(F)C(F)OC(F)(F)F
ep-830284 FCC(F)(F)CC(F)OC(F)(F)F
ep-830285 FC(CC(F)C(F)F)OC(F)(F)F
ep-830286 FC(CCC(F)(F)F)OC(F)(F)F
ep-830287 CC(F)(F)C(F)(F)C(F)OC(F)F
ep-830288 FCC(F)C(F)(F)C(F)OC(F)F
ep-830289 FC(F)CC(F)(F)C(F)OC(F)F
ep-830290 FCC(F)(F)C(F)C(F)OC(F)F
ep-830291 FC(F)OC(F)C(F)C(F)C(F)F
ep-830292 FC(F)OC(F)C(F)CC(F)(F)F
ep-830293 FC(F)OC(F)CC(F)(F)C(F)F
ep-830294 FC(F)OC(F)CC(F)C(F)(F)F
ep-830295 FCOC(F)C(F)(F)C(F)(F)CF
ep-830296 FCOC(F)C(F)(F)C(F)C(F)F
ep-830297 FCOC(F)C(F)(F)CC(F)(F)F
ep-830298 FCOC(F)C(F)C(F)(F)C(F)F
ep-830299 FCOC(F)C(F)C(F)C(F)(F)F
ep-830300 FCOC(F)CC(F)(F)C(F)(F)F
ep-830301 COC(F)C(F)(F)C(F)(F)C(F)F
ep-830302 COC(F)C(F)(F)C(F)C(F)(F)F
ep-830303 COC(F)C(F)C(F)(F)C(F)(F)F
ep-830304 CC(F)(F)C(F)(F)COC(F)(F)F
ep-830305 FCC(F)C(F)(F)COC(F)(F)F
ep-830306 FC(F)CC(F)(F)COC(F)(F)F
ep-830307 FCC(F)(F)C(F)COC(F)(F)F
ep-830308 FC(F)C(F)C(F)COC(F)(F)F
ep-830309 FC(COC(F)(F)F)CC(F)(F)F
ep-830310 FC(F)C(F)(F)CCOC(F)(F)F
ep-830311 FC(CCOC(F)(F)F)C(F)(F)F
ep-830312 FCC(F)(F)C(F)(F)COC(F)F
ep-830313 FC(F)OCC(F)(F)C(F)C(F)F
ep-830314 FC(F)OCC(F)(F)CC(F)(F)F
ep-830315 FC(F)OCC(F)C(F)(F)C(F)F
ep-830316 FC(F)OCC(F)C(F)C(F)(F)F
ep-830317 FC(F)OCCC(F)(F)C(F)(F)F
ep-830318 FCOCC(F)(F)C(F)(F)C(F)F
ep-830319 FCOCC(F)(F)C(F)C(F)(F)F
ep-830320 FCOCC(F)C(F)(F)C(F)(F)F
ep-830321 COCC(F)(F)C(F)(F)C(F)(F)F
ep-830332 C=CC(F)(F)C(F)(F)OC(F)(F)F
ep-830333 C=C(F)C(F)C(F)(F)OC(F)(F)F
ep-830334 FC=CC(F)C(F)(F)OC(F)(F)F
ep-830335 FC=C(F)CC(F)(F)OC(F)(F)F
ep-830336 FC(F)=CCC(F)(F)OC(F)(F)F
ep-830337 C=C(F)C(F)(F)C(F)(F)OC(F)F
ep-830338 FC=CC(F)(F)C(F)(F)OC(F)F
ep-830339 FC=C(F)C(F)C(F)(F)OC(F)F
ep-830340 FC(F)=CC(F)C(F)(F)OC(F)F
ep-830341 FC(F)=C(F)CC(F)(F)OC(F)F
ep-830342 FC=C(F)C(F)(F)C(F)(F)OCF
ep-830343 FCOC(F)(F)C(F)(F)C=C(F)F
ep-830344 FCOC(F)(F)C(F)C(F)=C(F)F
ep-830345 COC(F)(F)C(F)(F)C(F)=C(F)F
ep-830346 C=C(F)C(F)(F)C(F)OC(F)(F)F
ep-830347 FC=CC(F)(F)C(F)OC(F)(F)F
ep-830348 FC=C(F)C(F)C(F)OC(F)(F)F
ep-830349 FC(F)=CC(F)C(F)OC(F)(F)F
ep-830350 FC(F)=C(F)CC(F)OC(F)(F)F
ep-830351 FC=C(F)C(F)(F)C(F)OC(F)F
ep-830352 FC(F)=CC(F)(F)C(F)OC(F)F
ep-830353 FC(F)=C(F)C(F)C(F)OC(F)F
ep-830354 FCOC(F)C(F)(F)C(F)=C(F)F
ep-830355 FC=C(F)C(F)(F)COC(F)(F)F
ep-830356 FC(F)=CC(F)(F)COC(F)(F)F
ep-830357 FC(F)=C(F)C(F)COC(F)(F)F
ep-830358 FC(F)=C(F)C(F)(F)COC(F)F
ep-830359 C#CC(F)(F)C(F)(F)OC(F)(F)F
ep-830360 FC#CC(F)C(F)(F)OC(F)(F)F
ep-830361 FC#CC(F)(F)C(F)(F)OC(F)F
ep-830362 FC#CC(F)(F)C(F)OC(F)(F)F
ep-830444 FC(F)C(F)(F)C#COC(F)(F)F
ep-830445 FC(F)OC#CC(F)(F)C(F)(F)F
ep-830446 FC(C#COC(F)(F)F)C(F)(F)F
ep-830453 FC(OC(F)F)=C(F)OC(F)(F)F
ep-830454 FC(=COC(F)(F)F)OC(F)(F)F
ep-830598 COC(F)=C(C(F)(F)F)C(F)(F)F
ep-830599 FCOC(F)=C(C(F)F)C(F)(F)F
ep-830600 FCC(=C(F)OC(F)F)C(F)(F)F
ep-830601 CC(=C(F)OC(F)(F)F)C(F)(F)F
ep-830602 FC(OC(F)F)=C(C(F)F)C(F)F
ep-830603 FCC(=C(F)OC(F)(F)F)C(F)F
ep-830604 FCOC=C(C(F)(F)F)C(F)(F)F
ep-830605 FC(F)OC=C(C(F)F)C(F)(F)F
ep-830606 FCC(=COC(F)(F)F)C(F)(F)F
ep-830607 FC(F)C(=COC(F)(F)F)C(F)F
ep-830618 COC(F)=C(F)C(F)(F)C(F)(F)F
ep-830619 FCOC(F)=C(F)C(F)(F)C(F)F
ep-830620 FCC(F)(F)C(F)=C(F)OC(F)F
ep-830621 CC(F)(F)C(F)=C(F)OC(F)(F)F
ep-830622 FCOC(F)=C(F)C(F)C(F)(F)F
ep-830623 FC(OC(F)F)=C(F)C(F)C(F)F
ep-830624 FCC(F)C(F)=C(F)OC(F)(F)F
ep-830625 FC(CC(F)(F)F)=C(F)OC(F)F
ep-830626 FC(CC(F)F)=C(F)OC(F)(F)F
ep-830627 FCOC(F)=CC(F)(F)C(F)(F)F
ep-830628 FC(=CC(F)(F)C(F)F)OC(F)F
ep-830629 FCC(F)(F)C=C(F)OC(F)(F)F
ep-830630 FC(=CC(F)C(F)(F)F)OC(F)F
ep-830631 FC(=CC(F)C(F)F)OC(F)(F)F
ep-830632 FC(=CCC(F)(F)F)OC(F)(F)F
ep-830633 FCOC=C(F)C(F)(F)C(F)(F)F
ep-830634 FC(=COC(F)F)C(F)(F)C(F)F
ep-830635 FCC(F)(F)C(F)=COC(F)(F)F
ep-830636 FC(=COC(F)F)C(F)C(F)(F)F
ep-830637 FC(=COC(F)(F)F)C(F)C(F)F
ep-830638 FC(=COC(F)(F)F)CC(F)(F)F
ep-830639 FC(F)OC=CC(F)(F)C(F)(F)F
ep-830640 FC(F)C(F)(F)C=COC(F)(F)F
ep-830641 FC(C=COC(F)(F)F)C(F)(F)F
ep-830666 FC(F)=C(F)C(F)=C(F)OC(F)F
ep-830667 FC=C(F)C(F)=C(F)OC(F)(F)F
ep-830668 FC(F)=CC(F)=C(F)OC(F)(F)F
ep-830669 FC(=CC(F)=C(F)F)OC(F)(F)F
ep-830670 FC(=COC(F)(F)F)C(F)=C(F)F
ep-830719 FC=C(OC(F)=C(F)F)C(F)(F)F
ep-830720 FC=C(F)OC(=C(F)F)C(F)(F)F
ep-830721 FC(F)=C(F)OC(=C(F)F)C(F)F
ep-830722 FC(F)=COC(=C(F)F)C(F)(F)F
ep-830723 CC(OC(F)(F)C(F)(F)F)=C(F)F
ep-830724 FC=C(CF)OC(F)(F)C(F)(F)F
ep-830725 C=C(OC(F)(F)C(F)(F)F)C(F)F
ep-830726 FCC(OC(F)(F)C(F)F)=C(F)F
ep-830727 FC=C(OC(F)(F)C(F)F)C(F)F
ep-830728 C=C(OC(F)(F)C(F)F)C(F)(F)F
ep-830729 FCC(F)(F)OC(=C(F)F)C(F)F
ep-830730 FC=C(OC(F)(F)CF)C(F)(F)F
ep-830731 CC(F)(F)OC(=C(F)F)C(F)(F)F
ep-830732 FCC(OC(F)C(F)(F)F)=C(F)F
ep-830733 FC=C(OC(F)C(F)(F)F)C(F)F
ep-830734 C=C(OC(F)C(F)(F)F)C(F)(F)F
ep-830735 FC(F)=C(OC(F)C(F)F)C(F)F
ep-830736 FC=C(OC(F)C(F)F)C(F)(F)F
ep-830737 FCC(F)OC(=C(F)F)C(F)(F)F
ep-830738 FC(F)=C(OCC(F)(F)F)C(F)F
ep-830739 FC=C(OCC(F)(F)F)C(F)(F)F
ep-830740 FC(F)=C(OCC(F)F)C(F)(F)F
ep-830741 CC(F)=C(F)OC(F)(F)C(F)(F)F
ep-830742 FCC=C(F)OC(F)(F)C(F)(F)F
ep-830743 FCC(F)=C(F)OC(F)(F)C(F)F
ep-830744 FC(=CC(F)F)OC(F)(F)C(F)F
ep-830745 FCC(F)(F)OC(F)=C(F)C(F)F
ep-830746 FCC(F)(F)OC(F)=CC(F)(F)F
ep-830747 CC(F)(F)OC(F)=C(F)C(F)(F)F
ep-830748 FCC(F)=COC(F)(F)C(F)(F)F
ep-830749 FC(F)C=COC(F)(F)C(F)(F)F
ep-830750 FC(=COC(F)(F)C(F)F)C(F)F
ep-830751 FC(F)C(F)(F)OC=CC(F)(F)F
ep-830752 FCC(F)(F)OC=C(F)C(F)(F)F
ep-830753 FCC(F)=C(F)OC(F)C(F)(F)F
ep-830754 FC(=CC(F)F)OC(F)C(F)(F)F
ep-830755 FC(OC(F)C(F)F)=C(F)C(F)F
ep-830756 FC(=CC(F)(F)F)OC(F)C(F)F
ep-830757 FCC(F)OC(F)=C(F)C(F)(F)F
ep-830758 FC(=COC(F)C(F)(F)F)C(F)F
ep-830759 FC(OC=CC(F)(F)F)C(F)(F)F
ep-830760 FC(=COC(F)C(F)F)C(F)(F)F
ep-830761 FC(OCC(F)(F)F)=C(F)C(F)F
ep-830762 FC(=CC(F)(F)F)OCC(F)(F)F
ep-830763 FC(OCC(F)F)=C(F)C(F)(F)F
ep-830764 FC(=COCC(F)(F)F)C(F)(F)F
ep-830766 FC=C(F)OC(F)=C(F)C(F)(F)F
ep-830767 FC(F)=C(F)OC(F)=C(F)C(F)F
ep-830768 FC(=CC(F)(F)F)OC(F)=C(F)F
ep-830769 FC(F)=COC(F)=C(F)C(F)(F)F
ep-830770 FC(=COC(F)=C(F)F)C(F)(F)F
ep-830774 CC1(F)OC1(C(F)(F)F)C(F)(F)F
ep-830775 FCC1(F)OC1(C(F)F)C(F)(F)F
ep-830776 FCC1(C(F)(F)F)OC1(F)C(F)F
ep-830777 CC1(C(F)(F)F)OC1(F)C(F)(F)F
ep-830778 FC(F)C1(F)OC1(C(F)F)C(F)F
ep-830779 FCC1(C(F)F)OC1(F)C(F)(F)F
ep-830780 FCC1OC1(C(F)(F)F)C(F)(F)F
ep-830781 FC(F)C1OC1(C(F)F)C(F)(F)F
ep-830782 FCC1(C(F)(F)F)OC1C(F)(F)F
ep-830783 FC(F)C1(C(F)F)OC1C(F)(F)F
ep-830784 FC(F)C1(C(F)(F)F)CC(F)(F)O1
ep-830785 FCC1(C(F)(F)F)OC(F)(F)C1F
ep-830786 CC1(C(F)(F)F)OC(F)(F)C1(F)F
ep-830787 FC(F)C1(C(F)F)OC(F)(F)C1F
ep-830788 FCC1(C(F)F)OC(F)(F)C1(F)F
ep-830789 FC1CC(C(F)(F)F)(C(F)(F)F)O1
ep-830790 FC1OC(C(F)F)(C(F)(F)F)C1F
ep-830791 FCC1(C(F)(F)F)OC(F)C1(F)F
ep-830792 FC1OC(C(F)F)(C(F)F)C1(F)F
ep-830793 FC1COC1(C(F)(F)F)C(F)(F)F
ep-830794 FC(F)C1(C(F)(F)F)OCC1(F)F
ep-830795 CC1(F)OC(F)(C(F)(F)F)C1(F)F
ep-830796 FCC1(F)OC(F)(C(F)F)C1(F)F
ep-830797 FCC1(F)OC(F)(C(F)(F)F)C1F
ep-830798 FC(F)C1(F)OC(F)(C(F)F)C1F
ep-830799 FC(F)C1(F)CC(F)(C(F)(F)F)O1
ep-830800 FCC1OC(F)(C(F)(F)F)C1(F)F
ep-830801 FC(F)C1OC(F)(C(F)F)C1(F)F
ep-830802 FCC1(F)OC(C(F)(F)F)C1(F)F
ep-830803 FC(F)C1OC(F)(C(F)(F)F)C1F
ep-830804 FC(F)C1(F)OC(C(F)(F)F)C1F
ep-830805 FC(F)(F)C1CC(F)(C(F)(F)F)O1
ep-830806 FC(F)C1OC(C(F)(F)F)C1(F)F
ep-830807 FC1C(C(F)(F)F)OC1C(F)(F)F
ep-830808 CC(F)(F)OC1(F)C(F)(F)C1(F)F
ep-830809 FCC(F)(F)OC1(F)C(F)C1(F)F
ep-830810 FC(F)C(F)(F)OC1(F)CC1(F)F
ep-830811 FC(F)C(F)(F)OC1(F)C(F)C1F
ep-830812 FC1CC1(F)OC(F)(F)C(F)(F)F
ep-830813 FCC(F)OC1(F)C(F)(F)C1(F)F
ep-830814 FC(F)C(F)OC1(F)C(F)C1(F)F
ep-830815 FC(OC1(F)CC1(F)F)C(F)(F)F
ep-830816 FC(OC1(F)C(F)C1F)C(F)(F)F
ep-830817 FC(F)COC1(F)C(F)(F)C1(F)F
ep-830818 FC1C(F)(F)C1(F)OCC(F)(F)F
ep-830819 FCC(F)(F)OC1C(F)(F)C1(F)F
ep-830820 FC(F)C(F)(F)OC1C(F)C1(F)F
ep-830821 FC1(F)CC1OC(F)(F)C(F)(F)F
ep-830822 FC1C(F)C1OC(F)(F)C(F)(F)F
ep-830823 FC(F)C(F)OC1C(F)(F)C1(F)F
ep-830824 FC(OC1C(F)C1(F)F)C(F)(F)F
ep-830825 FC(F)(F)COC1C(F)(F)C1(F)F
ep-830826 FC(F)C1(F)OC(F)(F)CC1(F)F
ep-830827 FCC1(F)OC(F)(F)C(F)C1(F)F
ep-830828 CC1(F)OC(F)(F)C(F)(F)C1(F)F
ep-830829 FC1CC(F)(F)OC1(F)C(F)(F)F
ep-830830 FC1C(F)C(F)(C(F)F)OC1(F)F
ep-830831 FCC1(F)OC(F)(F)C(F)(F)C1F
ep-830832 FC1CC(F)(C(F)(F)F)OC1(F)F
ep-830833 FC(F)C1(F)CC(F)(F)C(F)(F)O1
ep-830834 FC1CC(F)(F)C(F)(C(F)(F)F)O1
ep-830835 FC1OC(F)(C(F)F)C(F)(F)C1F
ep-830836 FCC1(F)OC(F)C(F)(F)C1(F)F
ep-830837 FC1OC(F)(C(F)(F)F)C(F)C1F
ep-830838 FC1OC(F)(C(F)F)C(F)C1(F)F
ep-830839 FC1OC(F)(C(F)(F)F)CC1(F)F
ep-830840 FC1COC(F)(C(F)(F)F)C1(F)F
ep-830841 FC(F)C1(F)OCC(F)(F)C1(F)F
ep-830842 FC1C(F)(F)COC1(F)C(F)(F)F
ep-830843 FC1(F)CC(F)(F)C(C(F)(F)F)O1
ep-830844 FC(F)C1OC(F)(F)C(F)C1(F)F
ep-830845 FCC1OC(F)(F)C(F)(F)C1(F)F
ep-830846 FC1C(C(F)(F)F)OC(F)(F)C1F
ep-830847 FC(F)C1OC(F)(F)C(F)(F)C1F
ep-830848 FC(F)(F)C1CC(F)(F)C(F)(F)O1
ep-830849 FC1OC(C(F)(F)F)C(F)(F)C1F
ep-830850 FC(F)C1OC(F)C(F)(F)C1(F)F
ep-830851 FC1OC(C(F)(F)F)C(F)C1(F)F
ep-830852 FC(F)(F)C1OCC(F)(F)C1(F)F
ep-830853 FC1=CC(F)(F)OC1(F)C(F)(F)F
ep-830854 FC1=C(F)C(F)(C(F)F)OC1(F)F
ep-830855 FC1=CC(F)(C(F)(F)F)OC1(F)F
ep-830856 FC1=C(F)C(F)(C(F)(F)F)OC1F
ep-830857 FC1=C(F)C(F)(F)OC1C(F)(F)F
ep-830859 FC(F)C1(C(F)(F)F)OC(F)(F)O1
ep-830860 FC1OC(C(F)(F)F)(C(F)(F)F)O1
ep-830863 FC(F)C1(F)OC(F)(F)OC1(F)F
ep-830864 FC1OC(F)(F)OC1(F)C(F)(F)F
ep-830865 FC1OC(F)(F)C(F)(C(F)(F)F)O1
ep-830866 FC1(F)OC(C(F)(F)F)C(F)(F)O1
ep-830867 FC=C1OC1(C(F)(F)F)C(F)(F)F
ep-830868 FC(F)=C1OC1(C(F)F)C(F)(F)F
ep-830869 FC=C1OC(F)(C(F)(F)F)C1(F)F
ep-830870 FC(F)=C1OC(F)(C(F)F)C1(F)F
ep-830871 FC(F)=C1OC(F)(C(F)(F)F)C1F
ep-830872 FC(F)=C1OC(C(F)(F)F)C1(F)F
ep-830873 FC=C(F)OC1(F)C(F)(F)C1(F)F
ep-830874 FC(F)=C(F)OC1(F)C(F)C1(F)F
ep-830875 FC(F)=COC1(F)C(F)(F)C1(F)F
ep-830876 FC(F)=C(F)OC1C(F)(F)C1(F)F
ep-830877 FC1=CC(F)(F)C(F)(C(F)(F)F)O1
ep-830878 FC1=C(F)C(F)(F)C(F)(C(F)F)O1
ep-830879 FC1=C(F)C(F)C(F)(C(F)(F)F)O1
ep-830880 FC1=COC(F)(C(F)(F)F)C1(F)F
ep-830881 FC1=C(F)C(F)(F)C(C(F)(F)F)O1
ep-830884 FC(F)C1(F)OC(F)(C(F)(F)F)O1
ep-830885 FC(F)(F)C1OC(F)(C(F)(F)F)O1
ep-830886 FC(F)C(F)(F)OC1(F)OC1(F)F
ep-830887 FC1OC1(F)OC(F)(F)C(F)(F)F
ep-830888 FC(OC1(F)OC1(F)F)C(F)(F)F
ep-830889 FC1(F)OC1OC(F)(F)C(F)(F)F
ep-830891 FC1OC(F)(C(F)(F)F)OC1(F)F
ep-830892 FC(F)C1(F)OC(F)(F)C(F)(F)O1
ep-830893 FC(F)(F)C1OC(F)(F)C(F)(F)O1
ep-830894 CC(F)(C(F)(F)F)C1(F)OC1(F)F
ep-830895 FCC(F)(C(F)F)C1(F)OC1(F)F
ep-830896 FCC(C(F)(F)F)C1(F)OC1(F)F
ep-830897 FC(F)C(C(F)F)C1(F)OC1(F)F
ep-830898 FCC(F)(C1OC1(F)F)C(F)(F)F
ep-830899 FC(F)C(F)(C(F)F)C1OC1(F)F
ep-830900 FC(F)C(C1OC1(F)F)C(F)(F)F
ep-830901 FCC(F)(C(F)(F)F)C1(F)OC1F
ep-830902 FC1OC1(F)C(F)(C(F)F)C(F)F
ep-830903 FC(F)C(C(F)(F)F)C1(F)OC1F
ep-830904 FC1OC1C(F)(C(F)F)C(F)(F)F
ep-830905 FC1OC1C(C(F)(F)F)C(F)(F)F
ep-830906 FC(F)C(F)(C(F)(F)F)C1(F)CO1
ep-830907 FC(F)(F)C(C(F)(F)F)C1(F)CO1
ep-830908 FC(F)(F)C(F)(C1CO1)C(F)(F)F
ep-830909 CC1(F)C(F)(F)OC(F)(F)C1(F)F
ep-830910 FCC1(F)C(F)OC(F)(F)C1(F)F
ep-830911 FC(F)C1(F)COC(F)(F)C1(F)F
ep-830912 FCC1C(F)(F)OC(F)(F)C1(F)F
ep-830913 FC(F)C1C(F)OC(F)(F)C1(F)F
ep-830914 FC(F)(F)C1COC(F)(F)C1(F)F
ep-830915 FCC1(F)C(F)C(F)(F)OC1(F)F
ep-830916 FC(F)C1(F)C(F)OC(F)(F)C1F
ep-830917 FC1C(F)(F)OCC1(F)C(F)(F)F
ep-830918 FC(F)C1C(F)C(F)(F)OC1(F)F
ep-830919 FC1OC(F)(F)C(F)C1C(F)(F)F
ep-830920 FC(F)C1(F)CC(F)(F)OC1(F)F
ep-830921 FC1OC(F)(F)CC1(F)C(F)(F)F
ep-830922 FC1(F)CC(C(F)(F)F)C(F)(F)O1
ep-830923 FCC1(F)C(F)(F)OC(F)C1(F)F
ep-830924 FC1OC(F)C(F)(C(F)F)C1(F)F
ep-830925 FC1OCC(F)(C(F)(F)F)C1(F)F
ep-830926 FC(F)C1C(F)(F)OC(F)C1(F)F
ep-830927 FC1OC(F)C(F)(F)C1C(F)(F)F
ep-830928 FC1OC(F)(F)C(F)(C(F)F)C1F
ep-830929 FC1OC(F)C(F)(C(F)(F)F)C1F
ep-830930 FC1OC(F)(F)C(C(F)(F)F)C1F
ep-830931 FC1CC(F)(C(F)(F)F)C(F)(F)O1
ep-830932 FC(F)C1(F)C(F)(F)COC1(F)F
ep-830933 FC1OCC(F)(F)C1(F)C(F)(F)F
ep-830934 FC(F)(F)C1C(F)(F)COC1(F)F
ep-830935 FC1COC(F)(F)C1(F)C(F)(F)F
ep-830974 FC=C(C(F)(F)F)C1(F)OC1(F)F
ep-830975 FC(F)=C(C(F)F)C1(F)OC1(F)F
ep-830976 FC(F)=C(C1OC1(F)F)C(F)(F)F
ep-830977 FC(F)=C(C(F)(F)F)C1(F)OC1F
ep-830978 FC=C1C(F)(F)OC(F)(F)C1(F)F
ep-830979 FC(F)=C1C(F)OC(F)(F)C1(F)F
ep-830980 FC(F)=C1C(F)C(F)(F)OC1(F)F
ep-830981 FC(F)=C1C(F)(F)OC(F)C1(F)F
ep-830982 FC(F)(F)C1=COC(F)(F)C1(F)F
ep-830983 FC1=C(C(F)F)C(F)(F)C(F)(F)O1
ep-830984 FC1=C(C(F)(F)F)C(F)C(F)(F)O1
ep-830985 FC1=C(C(F)(F)F)C(F)(F)C(F)O1
ep-830988 CC(F)(F)C(F)(F)C1(F)OC1(F)F
ep-830989 FCC(F)C(F)(F)C1(F)OC1(F)F
ep-830990 FC(F)CC(F)(F)C1(F)OC1(F)F
ep-830991 FCC(F)(F)C(F)C1(F)OC1(F)F
ep-830992 FC(F)C(F)C(F)C1(F)OC1(F)F
ep-830993 FC(CC(F)(F)F)C1(F)OC1(F)F
ep-830994 FC(F)C(F)(F)CC1(F)OC1(F)F
ep-830995 FC(CC1(F)OC1(F)F)C(F)(F)F
ep-830996 FCC(F)(F)C(F)(F)C1OC1(F)F
ep-830997 FC(F)C(F)C(F)(F)C1OC1(F)F
ep-830998 FC(F)(F)CC(F)(F)C1OC1(F)F
ep-830999 FC(F)C(F)(F)C(F)C1OC1(F)F
ep-831000 FC(C(F)C(F)(F)F)C1OC1(F)F
ep-831001 FC1(F)OC1CC(F)(F)C(F)(F)F
ep-831002 FCC(F)(F)C(F)(F)C1(F)OC1F
ep-831003 FC(F)C(F)C(F)(F)C1(F)OC1F
ep-831004 FC1OC1(F)C(F)(F)CC(F)(F)F
ep-831005 FC(F)C(F)(F)C(F)C1(F)OC1F
ep-831006 FC(C(F)C1(F)OC1F)C(F)(F)F
ep-831007 FC1OC1(F)CC(F)(F)C(F)(F)F
ep-831008 FC1OC1C(F)(F)C(F)(F)C(F)F
ep-831009 FC1OC1C(F)(F)C(F)C(F)(F)F
ep-831010 FC1OC1C(F)C(F)(F)C(F)(F)F
ep-831011 FC(F)C(F)(F)C(F)(F)C1(F)CO1
ep-831012 FC(C(F)(F)F)C(F)(F)C1(F)CO1
ep-831013 FC(C1(F)CO1)C(F)(F)C(F)(F)F
ep-831014 FC(F)(F)C(F)(F)C(F)(F)C1CO1
ep-831015 CC(F)(F)C1(F)OC(F)(F)C1(F)F
ep-831016 FCC(F)C1(F)OC(F)(F)C1(F)F
ep-831017 FC(F)CC1(F)OC(F)(F)C1(F)F
ep-831018 FCC(F)(F)C1OC(F)(F)C1(F)F
ep-831019 FC(F)C(F)C1OC(F)(F)C1(F)F
ep-831020 FC(F)(F)CC1OC(F)(F)C1(F)F
